ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,FNS32116,SYSTEM1.TXT,0.47370,0.02392,0.04554,3

ROUGE-L+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.62251,0.14996,0.24169,3

ROUGE-1+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.76345,0.13183,0.22483,3

ROUGE-2+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.39404,0.05294,0.09334,3

ROUGE-SU4+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.48695,0.05986,0.10662,3

ROUGE-L+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.34156,0.19664,0.24959,3

ROUGE-1+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.56447,0.08593,0.14916,3

ROUGE-2+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.22740,0.02680,0.04795,3

ROUGE-SU4+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.32042,0.03700,0.06634,3

ROUGE-L+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.68764,0.10964,0.18913,4

ROUGE-1+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.83274,0.07509,0.13777,4

ROUGE-2+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.42799,0.02920,0.05467,4

ROUGE-SU4+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.55829,0.03303,0.06236,4

ROUGE-L+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.61445,0.16306,0.25773,3

ROUGE-1+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.74446,0.13356,0.22649,3

ROUGE-2+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.37124,0.05164,0.09067,3

ROUGE-SU4+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.48881,0.06071,0.10800,3

ROUGE-L+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.58011,0.12396,0.20427,3

ROUGE-1+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.75958,0.07533,0.13707,3

ROUGE-2+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.33471,0.02897,0.05332,3

ROUGE-SU4+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.47647,0.03542,0.06593,3

ROUGE-L+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.72790,0.16157,0.26444,3

ROUGE-1+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.84974,0.08855,0.16039,3

ROUGE-2+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.40088,0.03383,0.06240,3

ROUGE-SU4+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.56880,0.03884,0.07271,3

ROUGE-L+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.50773,0.16290,0.24666,4

ROUGE-1+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.70236,0.09853,0.17282,4

ROUGE-2+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.33518,0.03317,0.06037,4

ROUGE-SU4+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.48212,0.04025,0.07430,4

ROUGE-L+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.55773,0.19228,0.28597,3

ROUGE-1+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.71144,0.16993,0.27433,3

ROUGE-2+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.29037,0.05886,0.09787,3

ROUGE-SU4+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.42179,0.07590,0.12866,3

ROUGE-L+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.54770,0.18454,0.27607,4

ROUGE-1+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.69014,0.12969,0.21834,4

ROUGE-2+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.29058,0.04427,0.07684,4

ROUGE-SU4+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.42642,0.05737,0.10114,4

ROUGE-L+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.61084,0.16377,0.25829,3

ROUGE-1+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.74740,0.07846,0.14201,3

ROUGE-2+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.29564,0.02571,0.04730,3

ROUGE-SU4+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.43804,0.03416,0.06338,3

ROUGE-L+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.70268,0.15175,0.24959,3

ROUGE-1+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.82140,0.09001,0.16225,3

ROUGE-2+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.39529,0.03670,0.06717,3

ROUGE-SU4+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.52738,0.04185,0.07755,3

ROUGE-L+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.61036,0.16590,0.26088,3

ROUGE-1+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.73480,0.07249,0.13196,3

ROUGE-2+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.37120,0.02796,0.05200,3

ROUGE-SU4+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.48931,0.03239,0.06076,3

ROUGE-L+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.48123,0.12884,0.20326,4

ROUGE-1+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.65892,0.07562,0.13567,4

ROUGE-2+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.27027,0.02102,0.03901,4

ROUGE-SU4+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.42706,0.02796,0.05248,4

ROUGE-L+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.60906,0.15287,0.24440,3

ROUGE-1+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.72559,0.06244,0.11498,3

ROUGE-2+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.30781,0.02189,0.04087,3

ROUGE-SU4+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.45315,0.02680,0.05060,3

ROUGE-L+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.56985,0.16010,0.24997,3

ROUGE-1+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.72626,0.11118,0.19284,3

ROUGE-2+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.33975,0.03721,0.06707,3

ROUGE-SU4+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.46463,0.04710,0.08553,3

ROUGE-L+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.50394,0.18261,0.26808,3

ROUGE-1+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.63083,0.08591,0.15123,3

ROUGE-2+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.24147,0.02702,0.04860,3

ROUGE-SU4+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.37135,0.03562,0.06501,3

ROUGE-L+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.46442,0.19342,0.27310,3

ROUGE-1+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.64924,0.11533,0.19587,3

ROUGE-2+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.24879,0.03619,0.06318,3

ROUGE-SU4+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.40026,0.04689,0.08395,3

ROUGE-L+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.55912,0.16474,0.25450,3

ROUGE-1+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.68966,0.14625,0.24133,3

ROUGE-2+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.33539,0.04804,0.08404,3

ROUGE-SU4+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.47887,0.06641,0.11664,3

ROUGE-L+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.59686,0.18352,0.28073,3

ROUGE-1+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.72160,0.12129,0.20767,3

ROUGE-2+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.31146,0.04046,0.07161,3

ROUGE-SU4+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.46733,0.04885,0.08845,3

ROUGE-L+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.55575,0.17655,0.26797,4

ROUGE-1+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.69269,0.24534,0.36235,4

ROUGE-2+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.34277,0.08689,0.13864,4

ROUGE-SU4+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.44700,0.10474,0.16971,4

ROUGE-L+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.31661,0.12355,0.17774,5

ROUGE-1+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.47681,0.06949,0.12131,5

ROUGE-2+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.17030,0.01822,0.03292,5

ROUGE-SU4+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.27696,0.02724,0.04960,5

ROUGE-L+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.41713,0.19476,0.26554,4

ROUGE-1+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.55812,0.15205,0.23899,4

ROUGE-2+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.22099,0.04673,0.07714,4

ROUGE-SU4+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.33454,0.06303,0.10607,4

ROUGE-L+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.46846,0.15879,0.23719,3

ROUGE-1+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.63132,0.07950,0.14121,3

ROUGE-2+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.24965,0.02640,0.04775,3

ROUGE-SU4+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.36884,0.03465,0.06336,3

ROUGE-L+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.56765,0.16560,0.25640,4

ROUGE-1+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.66055,0.10226,0.17711,4

ROUGE-2+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.35401,0.03153,0.05790,4

ROUGE-SU4+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.45183,0.04194,0.07676,4

ROUGE-L+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.43487,0.06605,0.11468,3

ROUGE-1+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.81080,0.10302,0.18281,3

ROUGE-2+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.57187,0.06851,0.12235,3

ROUGE-SU4+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.64776,0.07523,0.13480,3

ROUGE-L+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.59122,0.15900,0.25061,4

ROUGE-1+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.75457,0.11492,0.19946,4

ROUGE-2+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.38531,0.04935,0.08749,4

ROUGE-SU4+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.49245,0.05517,0.09922,4

ROUGE-L+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.62908,0.10439,0.17907,4

ROUGE-1+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.76939,0.08799,0.15792,4

ROUGE-2+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.38836,0.03022,0.05608,4

ROUGE-SU4+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.54089,0.03572,0.06702,4

ROUGE-L+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.61579,0.08581,0.15063,4

ROUGE-1+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.75874,0.03372,0.06458,4

ROUGE-2+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.33483,0.01142,0.02208,4

ROUGE-SU4+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.47712,0.01441,0.02797,4

ROUGE-L+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.50849,0.20885,0.29609,3

ROUGE-1+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.67359,0.19274,0.29972,3

ROUGE-2+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.25626,0.05989,0.09709,3

ROUGE-SU4+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.38862,0.08171,0.13503,3

ROUGE-L+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.60167,0.14058,0.22791,3

ROUGE-1+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.74011,0.06885,0.12598,3

ROUGE-2+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.33588,0.02519,0.04686,3

ROUGE-SU4+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.43493,0.03278,0.06097,3

ROUGE-L+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.53649,0.17036,0.25861,5

ROUGE-1+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.70893,0.14787,0.24470,5

ROUGE-2+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.31281,0.05411,0.09226,5

ROUGE-SU4+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.45882,0.06627,0.11582,5

ROUGE-L+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.40304,0.19148,0.25962,3

ROUGE-1+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.53737,0.13813,0.21977,3

ROUGE-2+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.17211,0.03959,0.06438,3

ROUGE-SU4+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.28073,0.05602,0.09340,3

ROUGE-L+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.65178,0.11769,0.19938,3

ROUGE-1+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.79686,0.07384,0.13516,3

ROUGE-2+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.35294,0.02330,0.04372,3

ROUGE-SU4+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.52822,0.02875,0.05454,3

ROUGE-L+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.64733,0.10799,0.18511,4

ROUGE-1+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.80208,0.04995,0.09404,4

ROUGE-2+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.40947,0.01773,0.03398,4

ROUGE-SU4+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.54627,0.02155,0.04146,4

ROUGE-L+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.55132,0.15345,0.24008,3

ROUGE-1+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.68846,0.10819,0.18700,3

ROUGE-2+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.31364,0.03738,0.06679,3

ROUGE-SU4+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.44904,0.04328,0.07895,3

ROUGE-L+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.64579,0.16025,0.25678,3

ROUGE-1+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.78198,0.08558,0.15427,3

ROUGE-2+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.35305,0.03117,0.05728,3

ROUGE-SU4+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.49742,0.03561,0.06647,3

ROUGE-L+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.54192,0.15883,0.24566,3

ROUGE-1+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.64773,0.08078,0.14365,3

ROUGE-2+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.31089,0.02168,0.04053,3

ROUGE-SU4+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.44444,0.02869,0.05390,3

ROUGE-L+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.51746,0.13123,0.20936,4

ROUGE-1+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.68350,0.05417,0.10039,4

ROUGE-2+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.25672,0.01603,0.03018,4

ROUGE-SU4+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.39014,0.02077,0.03944,4

ROUGE-L+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.60491,0.12810,0.21143,3

ROUGE-1+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.75955,0.06798,0.12479,3

ROUGE-2+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.33804,0.02282,0.04276,3

ROUGE-SU4+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.51012,0.02925,0.05532,3

ROUGE-L+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.44154,0.22942,0.30195,3

ROUGE-1+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.59707,0.20881,0.30941,3

ROUGE-2+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.22866,0.06621,0.10268,3

ROUGE-SU4+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.36248,0.08632,0.13944,3

ROUGE-L+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.62185,0.07344,0.13136,3

ROUGE-1+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.78446,0.02495,0.04836,3

ROUGE-2+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.45599,0.01037,0.02028,3

ROUGE-SU4+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.55792,0.01087,0.02133,3

ROUGE-L+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.54753,0.18381,0.27522,3

ROUGE-1+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.68891,0.11804,0.20154,3

ROUGE-2+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.28657,0.04247,0.07397,3

ROUGE-SU4+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.40935,0.05484,0.09672,3

ROUGE-L+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.58201,0.12977,0.21222,5

ROUGE-1+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.71227,0.06239,0.11473,5

ROUGE-2+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.31728,0.02223,0.04155,5

ROUGE-SU4+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.43995,0.02690,0.05070,5

ROUGE-L+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.43043,0.16135,0.23471,3

ROUGE-1+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.63416,0.15579,0.25013,3

ROUGE-2+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.21575,0.04739,0.07771,3

ROUGE-SU4+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.34978,0.06318,0.10702,3

ROUGE-L+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.58347,0.19682,0.29435,3

ROUGE-1+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.71430,0.14089,0.23536,3

ROUGE-2+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.32026,0.05071,0.08756,3

ROUGE-SU4+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.44825,0.06310,0.11062,3

ROUGE-L+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.52608,0.17077,0.25784,4

ROUGE-1+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.66068,0.10374,0.17933,4

ROUGE-2+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.31515,0.03275,0.05934,4

ROUGE-SU4+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.42692,0.03780,0.06946,4

ROUGE-L+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.44433,0.13842,0.21109,4

ROUGE-1+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.61499,0.07337,0.13110,4

ROUGE-2+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.27116,0.02362,0.04345,4

ROUGE-SU4+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.38184,0.03052,0.05652,4

ROUGE-L+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.62059,0.17906,0.27793,3

ROUGE-1+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.77787,0.07701,0.14015,3

ROUGE-2+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.33944,0.02929,0.05393,3

ROUGE-SU4+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.47287,0.03539,0.06585,3

ROUGE-L+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.53505,0.11429,0.18835,4

ROUGE-1+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.68012,0.05289,0.09815,4

ROUGE-2+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.26666,0.01658,0.03122,4

ROUGE-SU4+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.39589,0.02188,0.04146,4

ROUGE-L+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.64148,0.11332,0.19262,5

ROUGE-1+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.75246,0.07255,0.13234,5

ROUGE-2+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.37688,0.02793,0.05201,5

ROUGE-SU4+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.50627,0.03140,0.05913,5

ROUGE-L+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.52525,0.20316,0.29300,3

ROUGE-1+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.70447,0.11632,0.19967,3

ROUGE-2+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.29191,0.03661,0.06506,3

ROUGE-SU4+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.42196,0.04902,0.08783,3

ROUGE-L+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.46834,0.21670,0.29631,4

ROUGE-1+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.60294,0.12263,0.20381,4

ROUGE-2+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.26845,0.04302,0.07416,4

ROUGE-SU4+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.37361,0.05252,0.09210,4

ROUGE-L+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.56711,0.20050,0.29625,3

ROUGE-1+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.72606,0.13160,0.22282,3

ROUGE-2+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.36068,0.05413,0.09413,3

ROUGE-SU4+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.50027,0.06792,0.11961,3

ROUGE-L+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.77724,0.11749,0.20412,4

ROUGE-1+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.87267,0.08065,0.14766,4

ROUGE-2+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.47783,0.02923,0.05508,4

ROUGE-SU4+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.62398,0.03574,0.06760,4

ROUGE-L+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.57821,0.13035,0.21275,3

ROUGE-1+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.75663,0.08076,0.14593,3

ROUGE-2+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.34940,0.03027,0.05572,3

ROUGE-SU4+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.48316,0.03507,0.06539,3

ROUGE-L+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.64524,0.12765,0.21314,3

ROUGE-1+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.76438,0.04301,0.08143,3

ROUGE-2+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.34380,0.01628,0.03109,3

ROUGE-SU4+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.48692,0.01819,0.03507,3

ROUGE-L+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.64414,0.15310,0.24740,4

ROUGE-1+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.75010,0.07916,0.14321,4

ROUGE-2+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.39720,0.03226,0.05967,4

ROUGE-SU4+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.50321,0.03642,0.06793,4

ROUGE-L+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.58826,0.14333,0.23050,3

ROUGE-1+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.69547,0.11412,0.19606,3

ROUGE-2+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.28761,0.03939,0.06929,3

ROUGE-SU4+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.44029,0.05076,0.09103,3

ROUGE-L+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.62452,0.15419,0.24731,4

ROUGE-1+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.78170,0.08326,0.15050,4

ROUGE-2+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.38303,0.03129,0.05785,4

ROUGE-SU4+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.51499,0.03707,0.06916,4

ROUGE-L+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.68491,0.11421,0.19578,4

ROUGE-1+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.83008,0.05443,0.10216,4

ROUGE-2+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.46789,0.02227,0.04251,4

ROUGE-SU4+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.58435,0.02385,0.04582,4

ROUGE-L+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.67983,0.17901,0.28340,3

ROUGE-1+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.79690,0.06775,0.12488,3

ROUGE-2+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.36283,0.02396,0.04495,3

ROUGE-SU4+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.50595,0.02850,0.05396,3

ROUGE-L+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.59583,0.12736,0.20986,3

ROUGE-1+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.70588,0.09058,0.16055,3

ROUGE-2+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.33051,0.03309,0.06015,3

ROUGE-SU4+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.45539,0.03876,0.07144,3

ROUGE-L+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.62484,0.14156,0.23082,3

ROUGE-1+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.79038,0.05888,0.10959,3

ROUGE-2+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.45192,0.02411,0.04578,3

ROUGE-SU4+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.56304,0.02756,0.05255,3

ROUGE-L+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.59453,0.12265,0.20335,4

ROUGE-1+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.76592,0.06373,0.11767,4

ROUGE-2+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.32385,0.02036,0.03831,4

ROUGE-SU4+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.47765,0.02505,0.04761,4

ROUGE-L+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.58020,0.13133,0.21417,3

ROUGE-1+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.72775,0.05603,0.10404,3

ROUGE-2+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.27519,0.01708,0.03217,3

