ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.75899,0.10367,0.18243,4

ROUGE-2+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.38986,0.04649,0.08307,4

ROUGE-SU4+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.48159,0.05867,0.10460,4

ROUGE-L+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.38520,0.18460,0.24959,3

ROUGE-1+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.53656,0.23044,0.32241,3

ROUGE-2+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.19370,0.09401,0.12658,3

ROUGE-SU4+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.25671,0.11972,0.16329,3

ROUGE-L+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.57033,0.17914,0.27264,3

ROUGE-1+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.71256,0.10819,0.18786,3

ROUGE-2+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.32747,0.04588,0.08048,3

ROUGE-SU4+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.40922,0.05833,0.10210,3

ROUGE-L+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.58617,0.11340,0.19004,4

ROUGE-1+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.76796,0.05834,0.10844,4

ROUGE-2+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.34393,0.02230,0.04189,4

ROUGE-SU4+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.44609,0.03008,0.05637,4

ROUGE-L+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.38689,0.13693,0.20227,4

ROUGE-1+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.58554,0.11901,0.19781,4

ROUGE-2+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.25924,0.04488,0.07652,4

ROUGE-SU4+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.33856,0.06043,0.10255,4

ROUGE-L+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.43206,0.13676,0.20775,4

ROUGE-1+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.67437,0.09169,0.16143,4

ROUGE-2+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.33166,0.03738,0.06719,4

ROUGE-SU4+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.40914,0.04895,0.08745,4

ROUGE-L+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.65950,0.11173,0.19108,4

ROUGE-1+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.79352,0.07168,0.13148,4

ROUGE-2+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.34250,0.02700,0.05005,4

ROUGE-SU4+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.44790,0.03600,0.06664,4

ROUGE-L+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.49029,0.15631,0.23704,4

ROUGE-1+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.75020,0.15122,0.25170,4

ROUGE-2+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.31506,0.05269,0.09029,4

ROUGE-SU4+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.41914,0.07514,0.12743,4

ROUGE-L+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.68948,0.13867,0.23090,3

ROUGE-1+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.85300,0.06903,0.12773,3

ROUGE-2+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.41539,0.03049,0.05680,3

ROUGE-SU4+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.51778,0.03797,0.07076,3

ROUGE-L+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.62098,0.16355,0.25891,3

ROUGE-1+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.79745,0.10229,0.18132,3

ROUGE-2+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.38357,0.03909,0.07096,3

ROUGE-SU4+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.49468,0.05200,0.09411,3

ROUGE-L+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.51661,0.15472,0.23813,3

ROUGE-1+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.73600,0.11952,0.20565,3

ROUGE-2+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.34708,0.05397,0.09341,3

ROUGE-SU4+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.44470,0.06828,0.11838,3

ROUGE-L+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.67857,0.11636,0.19866,4

ROUGE-1+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.83550,0.06209,0.11558,4

ROUGE-2+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.48755,0.02913,0.05497,4

ROUGE-SU4+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.57139,0.03554,0.06692,4

ROUGE-L+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.68492,0.12416,0.21022,5

ROUGE-1+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.86288,0.04745,0.08996,5

ROUGE-2+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.43118,0.02111,0.04024,5

ROUGE-SU4+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.54408,0.02682,0.05113,5

ROUGE-L+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.42884,0.22848,0.29812,3

ROUGE-1+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.60189,0.18231,0.27985,3

ROUGE-2+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.24102,0.08153,0.12185,3

ROUGE-SU4+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.32625,0.10131,0.15461,3

ROUGE-L+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.62039,0.13958,0.22789,3

ROUGE-1+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.77897,0.08768,0.15762,3

ROUGE-2+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.32248,0.03152,0.05743,3

ROUGE-SU4+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.44932,0.04524,0.08221,3

ROUGE-L+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.36516,0.13900,0.20135,3

ROUGE-1+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.59601,0.11746,0.19624,3

ROUGE-2+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.20993,0.03828,0.06475,3

ROUGE-SU4+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.30223,0.05463,0.09253,3

ROUGE-L+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.53048,0.15584,0.24090,3

ROUGE-1+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.74747,0.07499,0.13630,3

ROUGE-2+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.32918,0.03136,0.05726,3

ROUGE-SU4+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.42296,0.03974,0.07266,3

ROUGE-L+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.50358,0.12755,0.20354,4

ROUGE-1+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.71505,0.07744,0.13974,4

ROUGE-2+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.27971,0.02809,0.05105,4

ROUGE-SU4+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.37374,0.03796,0.06892,4

ROUGE-L+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.33832,0.26807,0.29912,3

ROUGE-1+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.56703,0.25793,0.35458,3

ROUGE-2+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.24249,0.09614,0.13769,3

ROUGE-SU4+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.32355,0.13217,0.18767,3

ROUGE-L+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.66426,0.15293,0.24862,4

ROUGE-1+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.77508,0.11903,0.20637,4

ROUGE-2+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.37189,0.05004,0.08822,4

ROUGE-SU4+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.45721,0.06391,0.11214,4

ROUGE-L+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.47894,0.17797,0.25950,3

ROUGE-1+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.68028,0.13322,0.22280,3

ROUGE-2+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.25821,0.05203,0.08661,3

ROUGE-SU4+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.34002,0.06674,0.11157,3

ROUGE-L+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.56339,0.13843,0.22226,3

ROUGE-1+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.76123,0.09113,0.16277,3

ROUGE-2+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.37693,0.03784,0.06878,3

ROUGE-SU4+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.48085,0.04963,0.08997,3

ROUGE-L+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.35146,0.15119,0.21142,4

ROUGE-1+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.54591,0.10463,0.17561,4

ROUGE-2+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.19712,0.03413,0.05819,4

ROUGE-SU4+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.27826,0.04935,0.08384,4

ROUGE-L+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.55656,0.14499,0.23005,3

ROUGE-1+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.76666,0.08862,0.15888,3

ROUGE-2+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.30375,0.03448,0.06192,3

ROUGE-SU4+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.41986,0.04596,0.08285,3

ROUGE-L+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.54365,0.10802,0.18023,6

ROUGE-1+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.76430,0.07160,0.13093,6

ROUGE-2+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.37793,0.02994,0.05549,6

ROUGE-SU4+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.47229,0.03918,0.07237,6

ROUGE-L+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.35986,0.17238,0.23310,3

ROUGE-1+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.61772,0.11756,0.19753,3

ROUGE-2+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.18012,0.03486,0.05841,3

ROUGE-SU4+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.27937,0.05188,0.08751,3

ROUGE-L+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.65043,0.12560,0.21055,4

ROUGE-1+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.82195,0.05487,0.10287,4

ROUGE-2+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.34477,0.02289,0.04292,4

ROUGE-SU4+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.45316,0.02876,0.05409,4

ROUGE-L+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.57538,0.02316,0.04453,3

ROUGE-1+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.72626,0.00770,0.01523,3

ROUGE-2+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.31451,0.00353,0.00698,3

ROUGE-SU4+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.42146,0.00439,0.00869,3

ROUGE-L+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.60756,0.11073,0.18732,4

ROUGE-1+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.80506,0.06332,0.11740,4

ROUGE-2+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.39169,0.02765,0.05165,4

ROUGE-SU4+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.48558,0.03428,0.06404,4

ROUGE-L+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.55677,0.18374,0.27630,3

ROUGE-1+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.77645,0.11327,0.19770,3

ROUGE-2+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.39171,0.05499,0.09645,3

ROUGE-SU4+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.46638,0.06485,0.11387,3

ROUGE-L+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.58777,0.13311,0.21707,3

ROUGE-1+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.77013,0.09707,0.17241,3

ROUGE-2+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.39460,0.03921,0.07133,3

ROUGE-SU4+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.46656,0.05101,0.09197,3

ROUGE-L+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.46729,0.12456,0.19670,3

ROUGE-1+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.71327,0.09960,0.17479,3

ROUGE-2+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.23746,0.03406,0.05958,3

ROUGE-SU4+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.36824,0.04984,0.08780,3

ROUGE-L+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.53404,0.11656,0.19136,4

ROUGE-1+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.71871,0.06044,0.11151,4

ROUGE-2+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.29129,0.02152,0.04007,4

ROUGE-SU4+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.40369,0.03036,0.05647,4

ROUGE-L+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.68945,0.09739,0.17067,3

ROUGE-1+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.86818,0.05755,0.10794,3

ROUGE-2+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.50752,0.02809,0.05323,3

ROUGE-SU4+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.59585,0.03404,0.06441,3

ROUGE-L+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.38853,0.15495,0.22155,3

ROUGE-1+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.61418,0.10671,0.18183,3

ROUGE-2+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.25707,0.03938,0.06829,3

ROUGE-SU4+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.34070,0.05334,0.09224,3

ROUGE-L+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.50758,0.20877,0.29585,3

ROUGE-1+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.71504,0.15690,0.25733,3

ROUGE-2+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.29289,0.06221,0.10263,3

ROUGE-SU4+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.38854,0.08244,0.13602,3

ROUGE-L+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.55032,0.16506,0.25395,4

ROUGE-1+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.78297,0.16534,0.27303,4

ROUGE-2+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.43254,0.08491,0.14195,4

ROUGE-SU4+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.49987,0.10082,0.16780,4

ROUGE-L+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.58568,0.16759,0.26061,3

ROUGE-1+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.77747,0.09906,0.17572,3

ROUGE-2+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.33249,0.04154,0.07385,3

ROUGE-SU4+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.44492,0.05351,0.09553,3

ROUGE-L+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.52159,0.16594,0.25178,4

ROUGE-1+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.72850,0.09085,0.16155,4

ROUGE-2+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.32221,0.03506,0.06324,4

ROUGE-SU4+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.41136,0.04578,0.08240,4

ROUGE-L+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.54195,0.17005,0.25887,4

ROUGE-1+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.73164,0.12531,0.21397,4

ROUGE-2+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.33255,0.04836,0.08445,4

ROUGE-SU4+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.42328,0.06384,0.11094,4

ROUGE-L+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.63314,0.08538,0.15047,3

ROUGE-1+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.79496,0.03453,0.06618,3

ROUGE-2+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.38813,0.01465,0.02823,3

ROUGE-SU4+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.49491,0.01880,0.03622,3

ROUGE-L+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.43653,0.14093,0.21307,4

ROUGE-1+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.64670,0.10228,0.17663,4

ROUGE-2+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.24612,0.03600,0.06281,4

ROUGE-SU4+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.32745,0.04987,0.08656,4

ROUGE-L+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.65528,0.10115,0.17526,3

ROUGE-1+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.81781,0.06375,0.11828,3

ROUGE-2+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.39653,0.02687,0.05033,3

ROUGE-SU4+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.48679,0.03435,0.06417,3

ROUGE-L+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.50595,0.12609,0.20187,4

ROUGE-1+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.72319,0.09960,0.17508,4

ROUGE-2+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.28161,0.03536,0.06283,4

ROUGE-SU4+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.38700,0.04913,0.08719,4

ROUGE-L+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.64071,0.16712,0.26509,4

ROUGE-1+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.81115,0.08100,0.14729,4

ROUGE-2+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.41230,0.03391,0.06267,4

ROUGE-SU4+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.50109,0.04292,0.07906,4

ROUGE-L+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.58644,0.17411,0.26850,3

ROUGE-1+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.76689,0.12405,0.21356,3

ROUGE-2+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.32278,0.04562,0.07994,3

ROUGE-SU4+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.43244,0.06278,0.10964,3

ROUGE-L+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.37481,0.21891,0.27639,4

ROUGE-1+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.56878,0.14224,0.22756,4

ROUGE-2+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.18090,0.04272,0.06911,4

ROUGE-SU4+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.28601,0.06543,0.10649,4

ROUGE-L+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.48052,0.14357,0.22108,4

ROUGE-1+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.69257,0.07321,0.13243,4

ROUGE-2+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.30971,0.02833,0.05192,4

ROUGE-SU4+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.40320,0.03789,0.06927,4

ROUGE-L+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.30970,0.17734,0.22554,3

ROUGE-1+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.53546,0.11526,0.18968,3

ROUGE-2+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.19166,0.03525,0.05955,3

ROUGE-SU4+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.27626,0.05357,0.08974,3

ROUGE-L+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.60139,0.12911,0.21258,4

ROUGE-1+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.82035,0.06703,0.12394,4

ROUGE-2+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.36286,0.02854,0.05291,4

ROUGE-SU4+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.46471,0.03654,0.06775,4

ROUGE-L+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.68931,0.19733,0.30683,3

ROUGE-1+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.86497,0.14193,0.24384,3

ROUGE-2+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.49892,0.06951,0.12202,3

ROUGE-SU4+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.57764,0.08313,0.14535,3

ROUGE-L+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.58329,0.20926,0.30802,3

ROUGE-1+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.72059,0.14807,0.24566,3

ROUGE-2+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.30601,0.07203,0.11662,3

ROUGE-SU4+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.40932,0.08881,0.14595,3

ROUGE-L+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.48373,0.23751,0.31859,3

ROUGE-1+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.62876,0.32518,0.42867,3

ROUGE-2+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.29963,0.16607,0.21370,3

ROUGE-SU4+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.35209,0.18699,0.24426,3

ROUGE-L+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.58510,0.11117,0.18683,4

ROUGE-1+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.76078,0.05047,0.09466,4

ROUGE-2+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.29816,0.01813,0.03418,4

ROUGE-SU4+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.41073,0.02469,0.04659,4

ROUGE-L+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.71469,0.12523,0.21312,3

ROUGE-1+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.83731,0.06632,0.12290,3

ROUGE-2+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.42654,0.02920,0.05465,3

ROUGE-SU4+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.51342,0.03590,0.06711,3

ROUGE-L+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.60532,0.06370,0.11528,3

ROUGE-1+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.78255,0.02153,0.04190,3

ROUGE-2+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.28050,0.00807,0.01569,3

ROUGE-SU4+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.39200,0.01077,0.02097,3

ROUGE-L+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.54603,0.15158,0.23729,3

ROUGE-1+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.77478,0.06916,0.12698,3

ROUGE-2+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.31503,0.02681,0.04942,3

ROUGE-SU4+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.42088,0.03570,0.06581,3

ROUGE-L+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.50032,0.16079,0.24336,4

ROUGE-1+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.70315,0.13342,0.22429,4

ROUGE-2+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.28255,0.04987,0.08478,4

ROUGE-SU4+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.37653,0.06719,0.11403,4

ROUGE-L+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.52117,0.11384,0.18686,4

ROUGE-1+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.73643,0.08414,0.15103,4

ROUGE-2+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.32395,0.03538,0.06380,4

ROUGE-SU4+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.40298,0.04408,0.07946,4

ROUGE-L+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.54966,0.20558,0.29924,3

ROUGE-1+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.74718,0.13555,0.22948,3

ROUGE-2+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.34424,0.05995,0.10211,3

ROUGE-SU4+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.43351,0.07462,0.12732,3

ROUGE-L+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.61446,0.12706,0.21058,4

ROUGE-1+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.79209,0.05628,0.10509,4

ROUGE-2+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.36249,0.02415,0.04527,4

ROUGE-SU4+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.46764,0.03105,0.05824,4

ROUGE-L+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.58721,0.10315,0.17547,4

ROUGE-1+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.74224,0.06163,0.11382,4

ROUGE-2+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.37486,0.02875,0.05340,4

ROUGE-SU4+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.44634,0.03466,0.06433,4

ROUGE-L+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.31306,0.23380,0.26768,3

ROUGE-1+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.47984,0.23223,0.31298,3

ROUGE-2+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.19645,0.08972,0.12318,3

ROUGE-SU4+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.25838,0.11917,0.16311,3

ROUGE-L+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.38798,0.14012,0.20588,3

ROUGE-1+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.63199,0.08377,0.14794,3

ROUGE-2+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.24250,0.03131,0.05546,3

ROUGE-SU4+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.32969,0.04178,0.07416,3

ROUGE-L+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.62224,0.11771,0.19798,3

ROUGE-1+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.79081,0.05301,0.09935,3

ROUGE-2+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.37502,0.02136,0.04042,3

ROUGE-SU4+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.47711,0.02837,0.05355,3

ROUGE-L+StopWordRemoval,FNS31201,SYSTEM1.TXT,0.60414,0.09491,0.16404,4

