ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.79024,0.13266,0.22719,3

ROUGE-2+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.39787,0.06012,0.10445,3

ROUGE-SU4+StopWordRemoval,FNS32359,SYSTEM1.TXT,0.46836,0.07418,0.12807,3

ROUGE-L+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.31008,0.17591,0.22447,3

ROUGE-1+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.59494,0.08653,0.15109,3

ROUGE-2+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.23998,0.02928,0.05219,3

ROUGE-SU4+StopWordRemoval,FNS31942,SYSTEM1.TXT,0.32576,0.04144,0.07353,3

ROUGE-L+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.65793,0.10385,0.17939,4

ROUGE-1+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.84381,0.07546,0.13854,4

ROUGE-2+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.42536,0.03409,0.06312,4

ROUGE-SU4+StopWordRemoval,FNS30854,SYSTEM1.TXT,0.51544,0.04213,0.07790,4

ROUGE-L+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.59939,0.15236,0.24296,3

ROUGE-1+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.76882,0.13460,0.22909,3

ROUGE-2+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.37532,0.05891,0.10184,3

ROUGE-SU4+StopWordRemoval,FNS30852,SYSTEM1.TXT,0.46324,0.07463,0.12856,3

ROUGE-L+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.55990,0.11787,0.19475,3

ROUGE-1+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.77420,0.07559,0.13773,3

ROUGE-2+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.32143,0.03120,0.05688,3

ROUGE-SU4+StopWordRemoval,FNS31260,SYSTEM1.TXT,0.43568,0.04076,0.07455,3

ROUGE-L+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.70870,0.15337,0.25217,3

ROUGE-1+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.87158,0.08956,0.16243,3

ROUGE-2+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.39820,0.03988,0.07250,3

ROUGE-SU4+StopWordRemoval,FNS30850,SYSTEM1.TXT,0.51676,0.05039,0.09182,3

ROUGE-L+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.49423,0.15000,0.23015,4

ROUGE-1+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.73932,0.10506,0.18398,4

ROUGE-2+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.33699,0.04318,0.07656,4

ROUGE-SU4+StopWordRemoval,FNS31383,SYSTEM1.TXT,0.43701,0.05734,0.10137,4

ROUGE-L+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.55654,0.18149,0.27371,3

ROUGE-1+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.75612,0.17563,0.28505,3

ROUGE-2+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.32107,0.06998,0.11491,3

ROUGE-SU4+StopWordRemoval,FNS31022,SYSTEM1.TXT,0.41888,0.09311,0.15235,3

ROUGE-L+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.51093,0.16871,0.25366,4

ROUGE-1+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.70088,0.13066,0.22026,4

ROUGE-2+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.28478,0.04955,0.08442,4

ROUGE-SU4+StopWordRemoval,FNS30858,SYSTEM1.TXT,0.39341,0.06864,0.11689,4

ROUGE-L+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.57377,0.15422,0.24310,3

ROUGE-1+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.75976,0.07861,0.14248,3

ROUGE-2+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.27626,0.02780,0.05052,3

ROUGE-SU4+StopWordRemoval,FNS30856,SYSTEM1.TXT,0.39359,0.03887,0.07075,3

ROUGE-L+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.66908,0.14133,0.23336,3

ROUGE-1+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.83844,0.09068,0.16366,3

ROUGE-2+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.39536,0.04208,0.07607,3

ROUGE-SU4+StopWordRemoval,FNS30855,SYSTEM1.TXT,0.49574,0.05168,0.09361,3

ROUGE-L+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.58970,0.15387,0.24406,3

ROUGE-1+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.77975,0.07369,0.13465,3

ROUGE-2+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.38858,0.03253,0.06004,3

ROUGE-SU4+StopWordRemoval,FNS31824,SYSTEM1.TXT,0.47178,0.04037,0.07437,3

ROUGE-L+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.45188,0.11746,0.18645,4

ROUGE-1+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.68223,0.07741,0.13904,4

ROUGE-2+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.26853,0.02585,0.04717,4

ROUGE-SU4+StopWordRemoval,FNS31705,SYSTEM1.TXT,0.37623,0.03799,0.06901,4

ROUGE-L+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.59672,0.14408,0.23212,3

ROUGE-1+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.74805,0.06290,0.11604,3

ROUGE-2+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.31054,0.02515,0.04653,3

ROUGE-SU4+StopWordRemoval,FNS31948,SYSTEM1.TXT,0.42933,0.03300,0.06129,3

ROUGE-L+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.54651,0.15200,0.23784,3

ROUGE-1+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.73999,0.11443,0.19821,3

ROUGE-2+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.34082,0.04346,0.07709,3

ROUGE-SU4+StopWordRemoval,FNS31828,SYSTEM1.TXT,0.44607,0.05962,0.10519,3

ROUGE-L+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.48649,0.17198,0.25413,3

ROUGE-1+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.64642,0.08656,0.15268,3

ROUGE-2+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.24612,0.03134,0.05561,3

ROUGE-SU4+StopWordRemoval,FNS31034,SYSTEM1.TXT,0.34517,0.04299,0.07645,3

ROUGE-L+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.46420,0.18758,0.26719,3

ROUGE-1+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.66957,0.11982,0.20326,3

ROUGE-2+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.23922,0.04205,0.07152,3

ROUGE-SU4+StopWordRemoval,FNS31277,SYSTEM1.TXT,0.35032,0.05926,0.10137,3

ROUGE-L+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.61345,0.15704,0.25006,3

ROUGE-1+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.75656,0.15551,0.25798,3

ROUGE-2+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.39153,0.05580,0.09768,3

ROUGE-SU4+StopWordRemoval,FNS31399,SYSTEM1.TXT,0.48678,0.08060,0.13830,3

ROUGE-L+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.56408,0.17146,0.26298,3

ROUGE-1+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.73475,0.12204,0.20932,3

ROUGE-2+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.29877,0.04631,0.08019,3

ROUGE-SU4+StopWordRemoval,FNS31036,SYSTEM1.TXT,0.40042,0.06197,0.10732,3

ROUGE-L+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.48355,0.14868,0.22743,4

ROUGE-1+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.72093,0.24635,0.36722,4

ROUGE-2+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.31835,0.09756,0.14936,4

ROUGE-SU4+StopWordRemoval,FNS32004,SYSTEM1.TXT,0.38320,0.12553,0.18911,4

ROUGE-L+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.30983,0.11435,0.16704,5

ROUGE-1+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.51831,0.07298,0.12795,5

ROUGE-2+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.17856,0.02151,0.03839,5

ROUGE-SU4+StopWordRemoval,FNS31950,SYSTEM1.TXT,0.26390,0.03349,0.05943,5

ROUGE-L+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.38880,0.17953,0.24564,4

ROUGE-1+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.58433,0.15277,0.24222,4

ROUGE-2+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.22802,0.05588,0.08976,4

ROUGE-SU4+StopWordRemoval,FNS31037,SYSTEM1.TXT,0.30713,0.07645,0.12242,4

ROUGE-L+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.47211,0.16013,0.23915,3

ROUGE-1+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.67097,0.08412,0.14949,3

ROUGE-2+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.27287,0.03266,0.05834,3

ROUGE-SU4+StopWordRemoval,FNS30982,SYSTEM1.TXT,0.36653,0.04351,0.07778,3

ROUGE-L+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.53973,0.14706,0.23114,4

ROUGE-1+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.70285,0.10274,0.17928,4

ROUGE-2+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.42770,0.03636,0.06701,4

ROUGE-SU4+StopWordRemoval,FNS31038,SYSTEM1.TXT,0.49286,0.05096,0.09237,4

ROUGE-L+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.71005,0.06140,0.11303,3

ROUGE-1+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.96324,0.13910,0.24310,3

ROUGE-2+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.77666,0.11099,0.19423,3

ROUGE-SU4+StopWordRemoval,FNS32248,SYSTEM1.TXT,0.85367,0.12392,0.21643,3

ROUGE-L+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.59997,0.15060,0.24077,4

ROUGE-1+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.80748,0.12072,0.21004,4

ROUGE-2+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.39824,0.05782,0.10098,4

ROUGE-SU4+StopWordRemoval,FNS31831,SYSTEM1.TXT,0.49347,0.07069,0.12366,4

ROUGE-L+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.67869,0.10229,0.17778,4

ROUGE-1+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.81244,0.09362,0.16789,4

ROUGE-2+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.40551,0.03948,0.07195,4

ROUGE-SU4+StopWordRemoval,FNS32129,SYSTEM1.TXT,0.50825,0.05146,0.09347,4

ROUGE-L+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.58858,0.08070,0.14194,4

ROUGE-1+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.79311,0.03386,0.06495,4

ROUGE-2+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.34514,0.01360,0.02617,4

ROUGE-SU4+StopWordRemoval,FNS32480,SYSTEM1.TXT,0.45299,0.01809,0.03480,4

ROUGE-L+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.41954,0.17524,0.24722,3

ROUGE-1+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.69024,0.19354,0.30231,3

ROUGE-2+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.24797,0.06404,0.10179,3

ROUGE-SU4+StopWordRemoval,FNS31271,SYSTEM1.TXT,0.35436,0.09393,0.14849,3

ROUGE-L+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.57854,0.13246,0.21557,3

ROUGE-1+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.75857,0.06911,0.12669,3

ROUGE-2+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.34527,0.02659,0.04938,3

ROUGE-SU4+StopWordRemoval,FNS32482,SYSTEM1.TXT,0.43781,0.03554,0.06575,3

ROUGE-L+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.53511,0.16162,0.24826,5

ROUGE-1+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.73420,0.15345,0.25385,5

ROUGE-2+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.31155,0.06379,0.10590,5

ROUGE-SU4+StopWordRemoval,FNS31031,SYSTEM1.TXT,0.41624,0.08442,0.14037,5

ROUGE-L+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.39114,0.18367,0.24996,3

ROUGE-1+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.55411,0.14217,0.22629,3

ROUGE-2+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.17685,0.04551,0.07239,3

ROUGE-SU4+StopWordRemoval,FNS31274,SYSTEM1.TXT,0.26572,0.06586,0.10555,3

ROUGE-L+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.63349,0.11257,0.19117,3

ROUGE-1+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.81577,0.07436,0.13629,3

ROUGE-2+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.31617,0.02714,0.04999,3

ROUGE-SU4+StopWordRemoval,FNS31033,SYSTEM1.TXT,0.43770,0.03703,0.06829,3

ROUGE-L+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.62884,0.10030,0.17301,4

ROUGE-1+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.82384,0.05017,0.09458,4

ROUGE-2+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.40260,0.02011,0.03832,4

ROUGE-SU4+StopWordRemoval,FNS30866,SYSTEM1.TXT,0.49573,0.02613,0.04964,4

ROUGE-L+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.52595,0.14487,0.22717,3

ROUGE-1+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.72584,0.11157,0.19341,3

ROUGE-2+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.32864,0.04857,0.08463,3

ROUGE-SU4+StopWordRemoval,FNS31834,SYSTEM1.TXT,0.41898,0.06136,0.10704,3

ROUGE-L+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.59113,0.14374,0.23125,3

ROUGE-1+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.80767,0.08714,0.15730,3

ROUGE-2+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.36199,0.03909,0.07056,3

ROUGE-SU4+StopWordRemoval,FNS31955,SYSTEM1.TXT,0.45483,0.04834,0.08740,3

ROUGE-L+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.51965,0.15182,0.23498,3

ROUGE-1+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.66119,0.08300,0.14748,3

ROUGE-2+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.29273,0.02838,0.05174,3

ROUGE-SU4+StopWordRemoval,FNS32926,SYSTEM1.TXT,0.37360,0.03991,0.07212,3

ROUGE-L+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.49919,0.12135,0.19524,4

ROUGE-1+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.70491,0.05586,0.10352,4

ROUGE-2+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.24869,0.01834,0.03417,4

ROUGE-SU4+StopWordRemoval,FNS31959,SYSTEM1.TXT,0.35668,0.02596,0.04840,4

ROUGE-L+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.59370,0.12364,0.20465,3

ROUGE-1+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.76984,0.06827,0.12541,3

ROUGE-2+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.31552,0.02550,0.04719,3

ROUGE-SU4+StopWordRemoval,FNS31839,SYSTEM1.TXT,0.44845,0.03607,0.06677,3

ROUGE-L+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.40395,0.20751,0.27418,3

ROUGE-1+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.61414,0.21057,0.31361,3

ROUGE-2+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.21144,0.07544,0.11120,3

ROUGE-SU4+StopWordRemoval,FNS32809,SYSTEM1.TXT,0.29908,0.10372,0.15402,3

ROUGE-L+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.68976,0.07177,0.13001,3

ROUGE-1+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.84937,0.02601,0.05047,3

ROUGE-2+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.51560,0.01359,0.02648,3

ROUGE-SU4+StopWordRemoval,FNS32333,SYSTEM1.TXT,0.59134,0.01578,0.03074,3

ROUGE-L+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.51273,0.16984,0.25516,3

ROUGE-1+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.72283,0.11876,0.20401,3

ROUGE-2+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.29883,0.04643,0.08037,3

ROUGE-SU4+StopWordRemoval,FNS30950,SYSTEM1.TXT,0.40287,0.06306,0.10905,3

ROUGE-L+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.59090,0.12482,0.20610,5

ROUGE-1+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.75817,0.06602,0.12147,5

ROUGE-2+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.32731,0.02607,0.04830,5

ROUGE-SU4+StopWordRemoval,FNS31005,SYSTEM1.TXT,0.42978,0.03423,0.06341,5

ROUGE-L+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.38325,0.14006,0.20515,3

ROUGE-1+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.65337,0.15837,0.25495,3

ROUGE-2+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.21527,0.05231,0.08417,3

ROUGE-SU4+StopWordRemoval,FNS31127,SYSTEM1.TXT,0.32367,0.07527,0.12214,3

ROUGE-L+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.53828,0.18002,0.26980,3

ROUGE-1+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.74858,0.14129,0.23772,3

ROUGE-2+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.33268,0.05653,0.09664,3

ROUGE-SU4+StopWordRemoval,FNS31007,SYSTEM1.TXT,0.43027,0.07413,0.12647,3

ROUGE-L+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.48863,0.15919,0.24014,4

ROUGE-1+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.66840,0.10425,0.18037,4

ROUGE-2+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.29771,0.04052,0.07133,4

ROUGE-SU4+StopWordRemoval,FNS32217,SYSTEM1.TXT,0.36313,0.05136,0.08999,4

ROUGE-L+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.40548,0.12304,0.18880,4

ROUGE-1+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.63852,0.07378,0.13227,4

ROUGE-2+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.26488,0.02670,0.04852,4

ROUGE-SU4+StopWordRemoval,FNS30952,SYSTEM1.TXT,0.35317,0.03663,0.06638,4

ROUGE-L+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.58578,0.16547,0.25805,3

ROUGE-1+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.79422,0.07755,0.14131,3

ROUGE-2+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.34628,0.03295,0.06017,3

ROUGE-SU4+StopWordRemoval,FNS31008,SYSTEM1.TXT,0.44787,0.04159,0.07611,3

ROUGE-L+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.54482,0.10894,0.18157,4

ROUGE-1+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.72188,0.05466,0.10163,4

ROUGE-2+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.27879,0.01916,0.03585,4

ROUGE-SU4+StopWordRemoval,FNS30830,SYSTEM1.TXT,0.39012,0.02699,0.05049,4

ROUGE-L+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.67772,0.11343,0.19434,5

ROUGE-1+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.79741,0.07768,0.14157,5

ROUGE-2+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.38974,0.03557,0.06519,5

ROUGE-SU4+StopWordRemoval,FNS32693,SYSTEM1.TXT,0.48211,0.04384,0.08036,5

ROUGE-L+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.48856,0.18657,0.27003,3

ROUGE-1+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.73310,0.11755,0.20261,3

ROUGE-2+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.31372,0.04259,0.07500,3

ROUGE-SU4+StopWordRemoval,FNS31363,SYSTEM1.TXT,0.41378,0.05955,0.10411,3

ROUGE-L+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.46010,0.20742,0.28594,4

ROUGE-1+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.63202,0.12949,0.21494,4

ROUGE-2+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.25547,0.04980,0.08335,4

ROUGE-SU4+StopWordRemoval,FNS32452,SYSTEM1.TXT,0.33621,0.06556,0.10973,4

ROUGE-L+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.56073,0.19412,0.28840,3

ROUGE-1+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.76638,0.13230,0.22565,3

ROUGE-2+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.43212,0.06252,0.10924,3

ROUGE-SU4+StopWordRemoval,FNS31242,SYSTEM1.TXT,0.51953,0.07883,0.13689,3

ROUGE-L+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.73043,0.10540,0.18422,4

ROUGE-1+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.89260,0.08101,0.14854,4

ROUGE-2+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.50736,0.03484,0.06520,4

ROUGE-SU4+StopWordRemoval,FNS31484,SYSTEM1.TXT,0.58618,0.04537,0.08422,4

ROUGE-L+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.60890,0.12917,0.21313,3

ROUGE-1+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.79571,0.08757,0.15778,3

ROUGE-2+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.35600,0.03758,0.06798,3

ROUGE-SU4+StopWordRemoval,FNS30838,SYSTEM1.TXT,0.45728,0.04742,0.08592,3

ROUGE-L+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.62403,0.12045,0.20192,3

ROUGE-1+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.77286,0.04343,0.08224,3

ROUGE-2+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.33514,0.01911,0.03615,3

ROUGE-SU4+StopWordRemoval,FNS30954,SYSTEM1.TXT,0.43649,0.02374,0.04502,3

ROUGE-L+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.64785,0.14576,0.23798,4

ROUGE-1+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.80423,0.08153,0.14805,4

ROUGE-2+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.42486,0.03871,0.07096,4

ROUGE-SU4+StopWordRemoval,FNS31926,SYSTEM1.TXT,0.50919,0.04688,0.08586,4

ROUGE-L+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.58538,0.13835,0.22381,3

ROUGE-1+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.71542,0.11612,0.19981,3

ROUGE-2+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.27876,0.04416,0.07624,3

ROUGE-SU4+StopWordRemoval,FNS31012,SYSTEM1.TXT,0.38295,0.05950,0.10299,3

ROUGE-L+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.58786,0.14385,0.23114,4

ROUGE-1+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.80064,0.08439,0.15269,4

ROUGE-2+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.36769,0.03562,0.06495,4

ROUGE-SU4+StopWordRemoval,FNS31254,SYSTEM1.TXT,0.46680,0.04579,0.08341,4

ROUGE-L+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.67381,0.11026,0.18951,4

ROUGE-1+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.85828,0.05641,0.10586,4

ROUGE-2+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.47452,0.02701,0.05112,4

ROUGE-SU4+StopWordRemoval,FNS32343,SYSTEM1.TXT,0.55908,0.03270,0.06179,4

ROUGE-L+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.63493,0.16486,0.26175,3

ROUGE-1+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.80479,0.06795,0.12533,3

ROUGE-2+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.34561,0.02696,0.05001,3

ROUGE-SU4+StopWordRemoval,FNS32223,SYSTEM1.TXT,0.45611,0.03532,0.06555,3

ROUGE-L+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.57978,0.11952,0.19818,3

ROUGE-1+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.73622,0.09174,0.16315,3

ROUGE-2+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.31861,0.03764,0.06733,3

ROUGE-SU4+StopWordRemoval,FNS31013,SYSTEM1.TXT,0.40613,0.04788,0.08566,3

ROUGE-L+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.59058,0.13393,0.21834,3

ROUGE-1+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.80967,0.05971,0.11121,3

ROUGE-2+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.45664,0.02837,0.05342,3

ROUGE-SU4+StopWordRemoval,FNS31014,SYSTEM1.TXT,0.54102,0.03491,0.06559,3

ROUGE-L+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.60179,0.11762,0.19678,4

ROUGE-1+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.79800,0.06741,0.12431,4

ROUGE-2+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.34523,0.02644,0.04912,4

ROUGE-SU4+StopWordRemoval,FNS32345,SYSTEM1.TXT,0.45996,0.03542,0.06577,4

ROUGE-L+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.51750,0.11656,0.19026,3

ROUGE-1+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.74600,0.05668,0.10536,3

ROUGE-2+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.27453,0.01944,0.03632,3

ROUGE-SU4+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.38670,0.02732,0.05103,3

ROUGE-L+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.55757,0.16808,0.25830,4

